Transaction_ID,Customer_ID,Customer_Name,Gender,Age,Account_Type,Branch_ID,Branch_Name,City,Transaction_Date,Transaction_Time,Transaction_Type,Channel,Amount,Balance_Before,Balance_After,Merchant_Category,Transaction_Status,Device_Type,Fraud_Flag,Risk_Score,Loan_Customer,Credit_Score,Salary_Band,Customer_Segment
TXN000227,CUST2365,Pooja Yadav,Female,26,Current,BR112,Connaught Place Branch,Pune,2024-12-17,17:24:38,Payment,POS,54915.06,52329.23,0,E-commerce,Success,Desktop,No,55,No,730,20+ LPA,Premium
TXN000228,CUST1708,Priya Nair,Female,42,Savings,BR120,MG Road Branch,Chennai,2025-01-15,09:55:57,Withdrawal,Internet Banking,97806.52,151817.7,54011.18,Healthcare,Success,Tablet,No,4,Yes,674,20+ LPA,Retail
TXN000229,CUST2229,Arjun Deshmukh,Male,48,Current,BR104,Connaught Place Branch,Delhi,2025-11-24,08:54:17,Transfer,Mobile Banking,32979.91,76744.21,109724.12,Travel,Pending,Tablet,No,60,Yes,673,10-20 LPA,Retail
TXN000230,CUST3228,Neha Singh,Female,52,Current,BR119,Banjara Hills Branch,Delhi,2024-05-15,12:20:03,Deposit,UPI,66981.64,227422.87,294404.51,Utilities,Failed,iPhone,No,35,Yes,633,0-3 LPA,Corporate
TXN000231,CUST3476,Tanvi Patil,Female,44,Savings,BR102,Connaught Place Branch,Bengaluru,2025-08-03,23:26:37,Withdrawal,POS,80081.04,75914.03,0,Travel,Pending,iPhone,Yes,56,No,839,6-10 LPA,HNI
TXN000232,CUST5285,Meera Kapoor,Female,30,Savings,BR106,MG Road Branch,Kolkata,2024-11-07,18:37:25,Withdrawal,ATM,32549.13,94146.03,61596.9,Travel,Failed,Desktop,No,79,No,428,6-10 LPA,Premium
TXN000233,CUST2693,Vikram Reddy,Male,50,Current,BR108,Shivajinagar Branch,Hyderabad,2024-07-15,09:42:31,Withdrawal,Mobile Banking,8231.29,430566.64,422335.35,Healthcare,Pending,Desktop,No,24,Yes,344,20+ LPA,HNI
TXN000234,CUST6195,Arjun Deshmukh,Male,58,Savings,BR106,Fort Branch,Bengaluru,2024-04-03,21:16:49,Transfer,POS,16984.98,43992.57,60977.55,Utilities,Failed,Android,No,59,Yes,786,3-6 LPA,Retail
TXN000235,CUST1422,Vivaan Patel,Male,61,Current,BR110,Banjara Hills Branch,Hyderabad,2025-12-16,21:18:12,Transfer,Branch,22605.66,296995.24,319600.9,Retail,Success,iPhone,No,40,No,842,3-6 LPA,HNI
TXN000236,CUST6103,Meera Kapoor,Female,54,Current,BR117,Connaught Place Branch,Bengaluru,2024-11-24,13:21:07,Withdrawal,Internet Banking,89567.24,152345.95,62778.71,Education,Failed,Desktop,No,23,No,407,0-3 LPA,Retail
TXN000237,CUST7211,Ishita Jain,Female,33,Current,BR118,MG Road Branch,Hyderabad,2024-09-16,22:43:09,Withdrawal,ATM,82432,291828.25,209396.25,Dining,Success,Desktop,No,8,No,685,20+ LPA,Premium
TXN000238,CUST3270,Arjun Deshmukh,Male,65,Savings,BR111,Banjara Hills Branch,Pune,2025-11-17,15:02:10,Deposit,Mobile Banking,76027.32,278497.31,354524.63,Dining,Success,Desktop,Yes,75,Yes,735,20+ LPA,Retail
TXN000239,CUST5886,Tanvi Patil,Female,65,Savings,BR115,Fort Branch,Chennai,2025-01-27,07:43:34,Withdrawal,ATM,43161.23,461640.24,418479.01,Grocery,Pending,iPhone,Yes,46,No,444,6-10 LPA,Retail
TXN000240,CUST2060,Ananya Gupta,Female,23,Savings,BR108,Connaught Place Branch,Ahmedabad,2024-01-23,02:38:08,Withdrawal,Mobile Banking,69224.93,11412.7,0,Travel,Pending,Desktop,Yes,50,Yes,566,0-3 LPA,Premium
TXN000241,CUST3159,Aditya Verma,Male,41,Current,BR114,MG Road Branch,Pune,2025-06-24,05:54:58,Payment,Internet Banking,39656.3,372727.41,333071.11,Utilities,Success,iPhone,No,92,No,679,10-20 LPA,HNI
TXN000242,CUST5140,Vivaan Patel,Male,51,Current,BR106,Fort Branch,Mumbai,2024-04-02,14:45:01,Payment,Mobile Banking,98440.6,248049.39,149608.79,Travel,Pending,Tablet,No,80,No,616,10-20 LPA,Retail
TXN000243,CUST9590,Pooja Yadav,Female,48,Current,BR118,Shivajinagar Branch,Mumbai,2025-09-09,17:11:08,Deposit,Branch,65021.13,210935.8,275956.93,Education,Success,Desktop,No,73,No,629,3-6 LPA,Corporate
TXN000244,CUST7107,Karan Malhotra,Male,43,Current,BR113,Shivajinagar Branch,Bengaluru,2025-05-07,17:49:01,Withdrawal,Branch,28786.58,248151.8,219365.22,Utilities,Failed,iPhone,No,58,No,377,6-10 LPA,Premium
TXN000245,CUST2969,Kavya Iyer,Female,46,Savings,BR105,Shivajinagar Branch,Chennai,2025-10-01,23:33:49,Deposit,Internet Banking,83151.94,471363.65,554515.59,Retail,Failed,Tablet,Yes,97,Yes,900,20+ LPA,Corporate
TXN000246,CUST6413,Priya Nair,Female,51,Current,BR105,MG Road Branch,Bengaluru,2024-08-15,02:39:25,Withdrawal,ATM,67193.3,459764.91,392571.61,Travel,Success,Desktop,No,55,Yes,636,20+ LPA,Premium
TXN000247,CUST8654,Vivaan Patel,Male,35,Current,BR116,Fort Branch,Hyderabad,2025-09-24,01:03:33,Payment,Mobile Banking,21325.68,145786.47,124460.79,Retail,Pending,Tablet,No,57,No,594,6-10 LPA,Corporate
TXN000248,CUST1898,Ananya Gupta,Female,41,Current,BR118,Connaught Place Branch,Chennai,2025-08-05,23:32:12,Payment,Internet Banking,63499.79,463695.2,400195.41,Healthcare,Failed,Android,No,28,Yes,897,6-10 LPA,Retail
TXN000249,CUST7794,Siddharth Rao,Male,53,Savings,BR108,Banjara Hills Branch,Kolkata,2024-01-29,20:39:20,Deposit,ATM,90951.83,467509.2,558461.03,Dining,Success,Tablet,Yes,71,No,616,3-6 LPA,Corporate
TXN000250,CUST8617,Rahul Mehta,Male,28,Savings,BR108,Fort Branch,Pune,2024-05-25,12:46:38,Deposit,POS,95515.68,78755.05,174270.73,Education,Failed,iPhone,No,41,Yes,813,6-10 LPA,Retail
TXN000251,CUST7403,Neha Singh,Female,27,Savings,BR114,Fort Branch,Mumbai,2025-01-24,13:58:36,Transfer,ATM,53683.32,496474.34,550157.66,Retail,Failed,Desktop,Yes,17,Yes,534,0-3 LPA,Corporate
TXN000252,CUST7478,Ananya Gupta,Female,52,Current,BR109,MG Road Branch,Pune,2024-08-22,18:46:17,Transfer,UPI,10403.72,411690.51,422094.23,Retail,Pending,Android,No,75,No,689,10-20 LPA,Premium
TXN000253,CUST7383,Priya Nair,Female,65,Current,BR120,MG Road Branch,Pune,2025-09-16,05:56:33,Deposit,Internet Banking,35630.84,87303.63,122934.47,Grocery,Failed,Desktop,Yes,20,No,320,20+ LPA,Retail
TXN000254,CUST8736,Vikram Reddy,Male,55,Current,BR114,Fort Branch,Bengaluru,2024-05-13,00:43:57,Withdrawal,Internet Banking,90531.56,319134.62,228603.06,Retail,Failed,iPhone,No,94,No,555,0-3 LPA,Retail
TXN000255,CUST9693,Siddharth Rao,Male,61,Current,BR117,Fort Branch,Kolkata,2025-10-01,13:14:44,Payment,Branch,3681.15,28687.93,25006.78,E-commerce,Pending,Tablet,No,21,No,699,20+ LPA,HNI
TXN000256,CUST1404,Siddharth Rao,Male,38,Savings,BR120,Banjara Hills Branch,Pune,2024-11-26,12:20:38,Withdrawal,UPI,38553.62,469286.61,430732.99,Healthcare,Success,iPhone,No,84,No,888,6-10 LPA,Corporate
TXN000257,CUST3952,Nikhil Chavan,Male,64,Current,BR118,Connaught Place Branch,Bengaluru,2025-02-03,23:55:54,Deposit,Internet Banking,74281.99,418020.37,492302.36,E-commerce,Success,Android,No,30,No,678,10-20 LPA,Retail
TXN000258,CUST6421,Rohan Joshi,Male,28,Current,BR105,Connaught Place Branch,Bengaluru,2025-11-17,07:05:39,Transfer,Internet Banking,85208.13,374162.05,459370.18,Retail,Failed,iPhone,No,36,Yes,609,3-6 LPA,HNI
TXN000259,CUST1877,Aditya Verma,Male,45,Current,BR117,Connaught Place Branch,Kolkata,2025-08-25,03:13:13,Transfer,Internet Banking,16128.82,427072.53,443201.35,Dining,Pending,Android,No,98,Yes,727,10-20 LPA,HNI
TXN000260,CUST9351,Sneha Kulkarni,Female,43,Current,BR108,Connaught Place Branch,Kolkata,2024-10-30,21:10:10,Deposit,POS,87288.56,472678.66,559967.22,Healthcare,Pending,Desktop,No,80,Yes,319,20+ LPA,Corporate
TXN000261,CUST2399,Aditi Mishra,Female,41,Savings,BR109,MG Road Branch,Hyderabad,2025-06-26,22:30:10,Payment,POS,67433.9,131520.5,64086.6,Utilities,Pending,Android,No,16,No,637,20+ LPA,Retail
TXN000262,CUST5123,Karan Malhotra,Male,43,Current,BR110,MG Road Branch,Hyderabad,2024-08-04,13:54:48,Withdrawal,Mobile Banking,86503.9,113851.2,27347.3,Travel,Failed,Android,Yes,82,No,617,0-3 LPA,Corporate
TXN000263,CUST1876,Aditi Mishra,Female,31,Savings,BR117,Shivajinagar Branch,Chennai,2024-08-22,15:16:49,Withdrawal,UPI,24847.96,486872.72,462024.76,Retail,Pending,Desktop,Yes,27,Yes,708,3-6 LPA,Retail
TXN000264,CUST1900,Tanvi Patil,Female,30,Savings,BR117,Connaught Place Branch,Kolkata,2025-05-15,22:25:24,Withdrawal,Mobile Banking,66969.7,420770.84,353801.14,Healthcare,Pending,Desktop,No,42,Yes,426,0-3 LPA,Premium
TXN000265,CUST8602,Sneha Kulkarni,Female,39,Savings,BR118,Shivajinagar Branch,Kolkata,2025-12-10,04:03:34,Withdrawal,POS,1056.23,56478.36,55422.13,Retail,Success,Android,No,54,No,661,6-10 LPA,Premium
TXN000266,CUST1122,Rohan Joshi,Male,55,Current,BR113,Fort Branch,Mumbai,2025-09-09,10:15:09,Deposit,POS,56347.12,160486.33,216833.45,Retail,Success,Tablet,No,2,No,709,3-6 LPA,Corporate
TXN000267,CUST3288,Neha Singh,Female,45,Current,BR109,Connaught Place Branch,Pune,2025-09-16,23:15:41,Transfer,Mobile Banking,21144.29,445881.73,467026.02,Retail,Pending,Android,No,39,Yes,801,0-3 LPA,Retail
TXN000268,CUST6227,Vikram Reddy,Male,63,Savings,BR107,Fort Branch,Bengaluru,2025-03-14,15:11:50,Payment,Branch,46780.83,277100.01,230319.18,Healthcare,Pending,iPhone,Yes,41,Yes,517,0-3 LPA,Retail
TXN000269,CUST2509,Rahul Mehta,Male,29,Savings,BR108,MG Road Branch,Kolkata,2024-03-22,12:52:16,Withdrawal,Branch,19721.64,35849.34,16127.7,Education,Success,iPhone,No,23,Yes,559,6-10 LPA,Corporate
TXN000270,CUST2489,Vikram Reddy,Male,28,Savings,BR109,Shivajinagar Branch,Mumbai,2024-06-25,06:50:54,Deposit,ATM,66040.71,436107.69,502148.4,Healthcare,Failed,Android,No,83,Yes,797,20+ LPA,Premium
TXN000271,CUST2278,Arjun Deshmukh,Male,59,Savings,BR110,MG Road Branch,Mumbai,2024-08-12,14:47:44,Payment,Internet Banking,48855.35,357150.82,308295.47,Retail,Failed,Desktop,Yes,16,No,469,10-20 LPA,Corporate
TXN000272,CUST4838,Aditya Verma,Male,42,Current,BR112,Connaught Place Branch,Chennai,2025-10-07,10:11:41,Payment,POS,17676.11,310554.5,292878.39,Healthcare,Failed,iPhone,No,88,No,352,3-6 LPA,HNI
TXN000273,CUST5463,Priya Nair,Female,56,Savings,BR115,Shivajinagar Branch,Kolkata,2024-10-05,03:58:26,Transfer,Mobile Banking,4063.7,304205.4,308269.1,Travel,Success,iPhone,No,43,Yes,499,20+ LPA,Retail
TXN000274,CUST9989,Aditi Mishra,Female,45,Current,BR115,MG Road Branch,Pune,2025-02-06,13:50:30,Payment,POS,89017.54,59781.62,0,Grocery,Pending,Android,Yes,61,No,383,0-3 LPA,Premium
TXN000275,CUST4444,Aditi Mishra,Female,53,Current,BR104,Shivajinagar Branch,Bengaluru,2024-10-19,14:47:40,Transfer,UPI,66195.75,137497.64,203693.39,Travel,Pending,Android,No,45,Yes,447,6-10 LPA,Retail
TXN000276,CUST8420,Priya Nair,Female,34,Current,BR106,Fort Branch,Pune,2025-03-22,07:42:41,Payment,ATM,54454.74,45373.94,0,E-commerce,Pending,Android,No,55,Yes,735,0-3 LPA,Retail
TXN000277,CUST1802,Aditya Verma,Male,61,Savings,BR115,Banjara Hills Branch,Pune,2024-01-06,03:11:26,Payment,ATM,51747.49,176032.7,124285.21,Retail,Failed,Tablet,Yes,58,No,787,10-20 LPA,Retail
TXN000278,CUST8749,Pooja Yadav,Female,49,Savings,BR119,Connaught Place Branch,Mumbai,2024-01-19,00:20:05,Transfer,POS,70373.95,96420.3,166794.25,Travel,Success,Desktop,No,1,Yes,538,10-20 LPA,Premium
TXN000279,CUST3375,Aditya Verma,Male,22,Savings,BR119,Banjara Hills Branch,Delhi,2025-12-24,13:42:52,Deposit,Mobile Banking,91884.64,138103.85,229988.49,Education,Pending,Desktop,No,63,No,867,0-3 LPA,Premium
TXN000280,CUST3776,Arjun Deshmukh,Male,47,Savings,BR118,Fort Branch,Chennai,2025-11-23,12:08:46,Payment,POS,13979.64,229496.08,215516.44,E-commerce,Success,Desktop,No,23,No,538,0-3 LPA,Retail
TXN000281,CUST8366,Tanvi Patil,Female,26,Savings,BR112,Fort Branch,Ahmedabad,2025-02-11,22:35:22,Withdrawal,Internet Banking,96853.9,251384.87,154530.97,Retail,Success,Desktop,Yes,3,Yes,765,0-3 LPA,HNI
TXN000282,CUST4577,Priya Nair,Female,65,Current,BR120,Connaught Place Branch,Pune,2025-05-07,21:42:12,Transfer,POS,50142.62,234990.89,285133.51,E-commerce,Failed,Tablet,No,20,No,342,6-10 LPA,Retail
TXN000283,CUST7482,Vikram Reddy,Male,39,Savings,BR115,Shivajinagar Branch,Pune,2024-07-02,00:02:29,Withdrawal,UPI,46731.54,348044.06,301312.52,E-commerce,Success,Tablet,No,11,Yes,626,3-6 LPA,Corporate
TXN000284,CUST9165,Meera Kapoor,Female,41,Savings,BR108,MG Road Branch,Ahmedabad,2024-03-21,16:01:46,Payment,Internet Banking,87325.92,434221.69,346895.77,Retail,Failed,iPhone,No,42,No,472,20+ LPA,Premium
TXN000285,CUST5988,Nikhil Chavan,Male,59,Current,BR116,Banjara Hills Branch,Hyderabad,2025-08-12,13:53:58,Withdrawal,Mobile Banking,80111.79,198145.48,118033.69,Grocery,Failed,iPhone,No,32,No,305,0-3 LPA,Premium
TXN000286,CUST1247,Aarav Sharma,Male,35,Current,BR103,Banjara Hills Branch,Pune,2025-12-28,12:58:21,Withdrawal,UPI,28787.14,303768.96,274981.82,E-commerce,Failed,Desktop,No,78,No,408,6-10 LPA,HNI
TXN000287,CUST3864,Pooja Yadav,Female,29,Current,BR106,Connaught Place Branch,Kolkata,2025-08-09,15:58:57,Transfer,UPI,57361.27,50805.31,108166.58,Retail,Success,Android,No,69,No,799,6-10 LPA,Premium
TXN000288,CUST9681,Vivaan Patel,Male,50,Current,BR115,Connaught Place Branch,Hyderabad,2024-07-09,23:15:29,Deposit,Internet Banking,4294.1,496961.14,501255.24,Grocery,Failed,Android,Yes,17,Yes,842,6-10 LPA,Retail
TXN000289,CUST3002,Ishita Jain,Female,51,Current,BR116,Fort Branch,Chennai,2024-03-03,13:08:18,Payment,ATM,71333.42,194231.13,122897.71,Utilities,Success,iPhone,No,56,Yes,594,0-3 LPA,Premium
TXN000290,CUST3466,Sneha Kulkarni,Female,53,Savings,BR105,Fort Branch,Chennai,2024-12-05,09:05:45,Payment,Branch,96161.54,457780.72,361619.18,Travel,Failed,iPhone,No,7,No,849,6-10 LPA,HNI
TXN000291,CUST4001,Vikram Reddy,Male,52,Savings,BR109,Fort Branch,Hyderabad,2024-09-18,02:07:48,Payment,Branch,12094.31,327538.45,315444.14,Grocery,Success,Android,No,73,No,368,0-3 LPA,HNI
TXN000292,CUST4279,Priya Nair,Female,39,Current,BR114,Shivajinagar Branch,Hyderabad,2024-05-31,19:16:47,Payment,Mobile Banking,9502.48,168771.84,159269.36,Grocery,Failed,iPhone,No,68,Yes,530,3-6 LPA,HNI
TXN000293,CUST2617,Karan Malhotra,Male,26,Savings,BR109,Connaught Place Branch,Bengaluru,2024-06-28,18:59:10,Payment,UPI,27730.29,443017.99,415287.7,Travel,Failed,Android,No,83,No,360,6-10 LPA,Premium
TXN000294,CUST9364,Vikram Reddy,Male,26,Current,BR109,MG Road Branch,Mumbai,2024-10-17,22:44:48,Deposit,Branch,31684.58,434059.77,465744.35,Grocery,Failed,Tablet,No,40,Yes,332,3-6 LPA,Retail
TXN000295,CUST5343,Neha Singh,Female,24,Current,BR110,Fort Branch,Hyderabad,2025-09-03,11:57:21,Transfer,ATM,30203.28,412450.61,442653.89,Education,Failed,Tablet,No,14,Yes,764,0-3 LPA,Premium
TXN000296,CUST1073,Ananya Gupta,Female,51,Savings,BR114,MG Road Branch,Pune,2025-06-15,07:50:34,Withdrawal,POS,73252.87,127330.7,54077.83,E-commerce,Failed,Desktop,Yes,84,No,854,3-6 LPA,HNI
TXN000297,CUST9068,Aditya Verma,Male,52,Savings,BR103,Banjara Hills Branch,Chennai,2025-01-31,06:40:20,Transfer,POS,18136.69,304557.53,322694.22,Travel,Pending,Tablet,No,61,No,736,20+ LPA,Premium
TXN000298,CUST9789,Neha Singh,Female,45,Current,BR101,Banjara Hills Branch,Ahmedabad,2024-12-08,11:16:43,Payment,Branch,93340.4,409772.8,316432.4,Retail,Success,Tablet,Yes,40,No,841,6-10 LPA,Premium
TXN000299,CUST4598,Vikram Reddy,Male,26,Savings,BR102,Fort Branch,Pune,2024-05-18,17:39:01,Transfer,ATM,45570.38,34720.4,80290.78,Retail,Failed,Tablet,Yes,21,No,521,6-10 LPA,Corporate
TXN000300,CUST7365,Tanvi Patil,Female,27,Current,BR103,MG Road Branch,Hyderabad,2024-02-29,08:05:16,Withdrawal,Internet Banking,61451.63,488297.79,426846.16,Healthcare,Pending,Android,No,84,No,416,10-20 LPA,Corporate
TXN000301,CUST6411,Nikhil Chavan,Male,54,Current,BR119,Shivajinagar Branch,Pune,2024-09-30,10:14:20,Withdrawal,Mobile Banking,96383.09,338447.04,242063.95,Healthcare,Failed,Desktop,No,29,No,627,0-3 LPA,HNI
TXN000302,CUST5353,Tanvi Patil,Female,65,Savings,BR108,Shivajinagar Branch,Chennai,2025-12-03,13:23:23,Payment,UPI,58664.37,254768.92,196104.55,E-commerce,Failed,Desktop,No,61,Yes,516,6-10 LPA,Premium
TXN000303,CUST5464,Pooja Yadav,Female,54,Current,BR110,Banjara Hills Branch,Mumbai,2025-06-10,15:23:14,Transfer,Mobile Banking,73863.85,475067.35,548931.2,Retail,Success,Tablet,No,24,No,502,6-10 LPA,HNI
TXN000304,CUST3258,Neha Singh,Female,62,Current,BR120,Banjara Hills Branch,Ahmedabad,2025-03-29,21:17:20,Withdrawal,UPI,16916.77,38504.36,21587.59,Dining,Success,iPhone,No,83,No,356,3-6 LPA,Premium
TXN000305,CUST6092,Siddharth Rao,Male,45,Current,BR116,Fort Branch,Chennai,2025-05-14,07:28:33,Transfer,Mobile Banking,47977.62,235273.87,283251.49,Healthcare,Pending,iPhone,Yes,39,Yes,776,0-3 LPA,HNI
TXN000306,CUST6756,Aditya Verma,Male,64,Savings,BR117,Fort Branch,Ahmedabad,2025-06-10,21:06:15,Withdrawal,POS,13139.24,306361.23,293221.99,Dining,Failed,iPhone,No,47,No,418,20+ LPA,Corporate
TXN000307,CUST6441,Vikram Reddy,Male,33,Current,BR108,Shivajinagar Branch,Delhi,2025-09-04,14:52:55,Withdrawal,Branch,30114.15,252466.61,222352.46,Grocery,Failed,Android,No,62,Yes,637,10-20 LPA,Corporate
TXN000308,CUST5388,Siddharth Rao,Male,49,Current,BR120,Shivajinagar Branch,Kolkata,2025-10-27,18:53:29,Payment,Branch,92029.11,259161.12,167132.01,Healthcare,Failed,iPhone,No,55,Yes,794,0-3 LPA,Premium
TXN000309,CUST6422,Ananya Gupta,Female,34,Current,BR116,Banjara Hills Branch,Hyderabad,2025-03-28,02:48:47,Withdrawal,Branch,99394.42,307953.5,208559.08,Utilities,Pending,Desktop,Yes,72,No,567,3-6 LPA,Corporate
TXN000310,CUST4045,Kavya Iyer,Female,64,Savings,BR102,Shivajinagar Branch,Delhi,2024-09-02,08:44:24,Deposit,Mobile Banking,19162.41,265162.65,284325.06,Travel,Failed,iPhone,Yes,58,Yes,554,3-6 LPA,HNI
TXN000311,CUST1084,Meera Kapoor,Female,64,Current,BR112,MG Road Branch,Mumbai,2025-06-19,15:13:25,Payment,UPI,22593.46,184564.04,161970.58,Retail,Failed,iPhone,No,68,No,791,3-6 LPA,Corporate
TXN000312,CUST7993,Rahul Mehta,Male,65,Savings,BR104,Banjara Hills Branch,Ahmedabad,2024-05-15,16:28:45,Payment,Mobile Banking,66662.71,76026.6,9363.89,Grocery,Success,Tablet,No,6,Yes,375,0-3 LPA,Corporate
TXN000313,CUST9856,Priya Nair,Female,63,Savings,BR116,Banjara Hills Branch,Bengaluru,2025-09-04,04:01:50,Payment,POS,98239.29,484574.24,386334.95,Healthcare,Failed,iPhone,No,78,No,856,20+ LPA,Retail
TXN000314,CUST3612,Tanvi Patil,Female,60,Current,BR113,MG Road Branch,Ahmedabad,2024-11-11,13:11:00,Transfer,UPI,3207.25,318889.73,322096.98,Utilities,Failed,Android,No,81,Yes,565,0-3 LPA,Corporate
TXN000315,CUST4258,Ishita Jain,Female,53,Savings,BR102,Banjara Hills Branch,Ahmedabad,2025-12-08,06:10:16,Withdrawal,Mobile Banking,12366.62,432110.1,419743.48,Utilities,Failed,Tablet,Yes,83,No,612,3-6 LPA,HNI
TXN000316,CUST8179,Karan Malhotra,Male,51,Savings,BR101,Fort Branch,Mumbai,2024-04-30,04:59:27,Withdrawal,Branch,50233.08,238788.11,188555.03,Travel,Success,Tablet,No,83,No,729,0-3 LPA,Retail
TXN000317,CUST5404,Aditi Mishra,Female,25,Current,BR105,Connaught Place Branch,Delhi,2024-02-12,10:20:09,Deposit,UPI,76637.02,138718.19,215355.21,Education,Success,Android,No,3,Yes,496,10-20 LPA,HNI
TXN000318,CUST9752,Vivaan Patel,Male,37,Savings,BR110,Banjara Hills Branch,Bengaluru,2025-08-17,13:47:29,Withdrawal,UPI,62414.3,104829.8,42415.5,Education,Failed,Android,Yes,18,No,576,20+ LPA,Retail
TXN000319,CUST8573,Tanvi Patil,Female,37,Savings,BR112,Shivajinagar Branch,Pune,2024-05-02,00:21:04,Payment,Branch,9244.38,423517.06,414272.68,E-commerce,Success,Android,No,46,Yes,531,20+ LPA,Premium
TXN000320,CUST8591,Aarav Sharma,Male,30,Current,BR112,Connaught Place Branch,Pune,2025-11-08,20:24:38,Payment,UPI,76680.66,317629.06,240948.4,E-commerce,Success,Tablet,Yes,2,No,858,6-10 LPA,Retail
TXN000321,CUST3644,Siddharth Rao,Male,25,Savings,BR113,Shivajinagar Branch,Mumbai,2025-02-19,06:45:29,Deposit,UPI,99563.13,8094.95,107658.08,Healthcare,Failed,Android,No,32,No,716,3-6 LPA,Corporate
TXN000322,CUST7335,Aarav Sharma,Male,22,Current,BR113,Fort Branch,Pune,2024-07-07,19:17:38,Transfer,POS,87986.29,356783.79,444770.08,Travel,Failed,Tablet,No,16,No,380,3-6 LPA,HNI
TXN000323,CUST2359,Nikhil Chavan,Male,31,Savings,BR115,Shivajinagar Branch,Chennai,2024-10-29,09:15:59,Deposit,Mobile Banking,10963.36,174921.17,185884.53,E-commerce,Pending,Desktop,No,75,No,363,20+ LPA,Premium
TXN000324,CUST6429,Arjun Deshmukh,Male,23,Savings,BR110,Connaught Place Branch,Delhi,2024-02-07,00:42:37,Transfer,POS,28204.25,342678.19,370882.44,Utilities,Pending,Android,No,29,Yes,447,3-6 LPA,Premium
TXN000325,CUST7495,Tanvi Patil,Female,31,Current,BR105,Fort Branch,Bengaluru,2024-04-29,19:55:39,Payment,Internet Banking,55698.18,278214.18,222516,Travel,Failed,Android,No,87,Yes,713,20+ LPA,HNI
TXN000326,CUST4715,Neha Singh,Female,54,Savings,BR102,Shivajinagar Branch,Ahmedabad,2025-05-02,05:43:35,Transfer,Internet Banking,87842.29,382001.36,469843.65,Education,Failed,iPhone,No,51,No,860,20+ LPA,Premium
TXN000327,CUST2477,Meera Kapoor,Female,59,Savings,BR103,Banjara Hills Branch,Bengaluru,2025-04-12,12:28:07,Transfer,Internet Banking,29429.51,260258.75,289688.26,Dining,Success,iPhone,No,24,No,315,10-20 LPA,Premium
TXN000328,CUST3464,Ananya Gupta,Female,33,Current,BR118,Connaught Place Branch,Delhi,2025-09-04,16:14:29,Transfer,POS,4003.04,389149.52,393152.56,Utilities,Success,Tablet,No,75,No,810,20+ LPA,Corporate
TXN000329,CUST8113,Aarav Sharma,Male,24,Savings,BR113,Shivajinagar Branch,Pune,2024-07-19,15:41:00,Withdrawal,UPI,78283.83,359505.05,281221.22,Retail,Failed,Android,No,46,No,563,6-10 LPA,Retail
TXN000330,CUST4349,Kavya Iyer,Female,35,Current,BR110,Fort Branch,Bengaluru,2025-01-22,16:45:41,Payment,Mobile Banking,16437.55,478326.54,461888.99,Retail,Pending,Android,No,23,Yes,345,6-10 LPA,HNI
TXN000331,CUST8200,Ananya Gupta,Female,63,Savings,BR119,Fort Branch,Mumbai,2025-09-10,01:04:54,Transfer,ATM,76762.83,65465.69,142228.52,Healthcare,Failed,iPhone,No,69,No,545,10-20 LPA,Premium
TXN000332,CUST6703,Tanvi Patil,Female,46,Current,BR105,Fort Branch,Chennai,2024-09-26,09:29:19,Deposit,POS,37862.16,30937.22,68799.38,Retail,Pending,Tablet,Yes,78,Yes,877,6-10 LPA,Corporate
TXN000333,CUST8910,Rahul Mehta,Male,38,Savings,BR108,Fort Branch,Kolkata,2025-03-12,23:45:50,Transfer,Internet Banking,3454.94,71332.08,74787.02,Travel,Failed,Android,Yes,60,No,574,0-3 LPA,Premium
TXN000334,CUST6125,Siddharth Rao,Male,57,Current,BR115,Banjara Hills Branch,Kolkata,2024-02-08,23:58:02,Transfer,Branch,43422.53,412359.17,455781.7,Travel,Pending,Android,Yes,94,No,316,0-3 LPA,HNI
TXN000335,CUST9013,Siddharth Rao,Male,26,Savings,BR118,Shivajinagar Branch,Kolkata,2024-02-18,14:16:29,Deposit,POS,97746.35,471268.72,569015.07,Education,Failed,Desktop,No,67,No,505,20+ LPA,Retail
TXN000336,CUST2991,Meera Kapoor,Female,55,Savings,BR116,Fort Branch,Kolkata,2024-10-01,06:48:35,Transfer,POS,42280.73,90418.95,132699.68,Travel,Success,Tablet,Yes,26,Yes,554,0-3 LPA,Premium
TXN000337,CUST7012,Sneha Kulkarni,Female,33,Savings,BR110,Connaught Place Branch,Kolkata,2025-09-10,13:22:07,Transfer,ATM,29353.53,356482.75,385836.28,Education,Pending,Desktop,No,99,Yes,588,6-10 LPA,HNI
TXN000338,CUST8516,Tanvi Patil,Female,50,Current,BR101,Banjara Hills Branch,Ahmedabad,2024-11-14,05:43:09,Payment,ATM,24138.52,27443.96,3305.44,Education,Success,Desktop,No,28,Yes,549,20+ LPA,Retail
TXN000339,CUST4745,Sneha Kulkarni,Female,38,Current,BR104,Shivajinagar Branch,Delhi,2024-07-13,14:24:05,Deposit,Internet Banking,65453.81,239818.86,305272.67,Grocery,Failed,iPhone,No,20,Yes,890,6-10 LPA,Premium
TXN000340,CUST6689,Siddharth Rao,Male,65,Savings,BR113,Fort Branch,Kolkata,2025-01-08,17:11:04,Withdrawal,ATM,31198.66,329705.05,298506.39,Retail,Success,iPhone,No,80,Yes,547,0-3 LPA,Corporate
